Name,Series,Attachments,Status,URL,Series Number,Created,Field 15,Photo URL
Proud Ally,Pride 2021,"2021-05-27 17.22.24.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/XA4yJ1BPqctejK83rZIdgw/LpirF5QVkeUEoPscUKLQvO_zfSEqnqyGB9O4f-ffCx2nvx2Rb4yHzHgDqL_voAYpGoBfpcw6xdhAAgvHBXVRYp5Gneq7rO5cYpDHyj24YPyhVj9nfkvp20nYot7u_0-8ttOBjC56q7aXglem1QHC7sSUIsggaCyRV0bo398f6Xo/VHeSO6yed3_5AL-Sj3uaCcDvFF5Y7NSwxyVNf3oM1ZI),3_ProudAlly.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/gVHSfYHXxmfvZnUiIeOLJg/WX1zhevHfCj3CFYHI4C64bpPe9faPegrlpGQnrUfm8LtdWadmE8bLb5oskrsl_CDneJOBX8E9CA50P7GNzJk4q6WaDnZidvQeQvEFlFNepAMDQet3oWxIyCYBTL8IruAbJUfEItqcjNqyyNQCQVcaw/Cd1EvIDpZqVfwXdqy5DCVPWSJMjJeIpGoqOx82m-cBM)",Found,https://www.youvebeenpucked.com/pride2021/proudally?found=ProudAlly,3,5/23/2021 3:34pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ct4e1fggb8ps.jpg
Love Wins,Pride 2021,"2021-05-27 17.21.47.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/aBppCHhZeU2uWtbGDT0xnQ/w4RLoBn0IyQEK6igPVmvKwdKlbqeRTxJqFvxabpH8KDayLf8TwTD1kDzqegiQ2-PGpf8Seof-sukDSnqng91S2d7i2rL6ZAWkOjpvckuWIw2G2pzwMD2B5QCB_zItqsp5Bg0xk3107lu01WlzVyYMfsIpzNgjbXlD3sgp2bo8b0/zqHWbzxL6I6ESaFjfLIVVvYckvW1wilcCgYEzxwXcdE),2_LoveWins.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/KdUKy2-gQ0E0tQzWRXU5HQ/SmvySTlyB1LDDyIsv3vrXh1FW7Y-yhBPPLjXXCRo_EvWmVeSsqyVaLyM_drPI3bZlwCEGiUyij_YFudw3rt28dG0VC-lNB7T2VJUARMKg9ZzsbB3RVpHa6_kTbO84AgSEMtSm780rBXRqpnnj0xZ6w/bPDA7Dem5piW8K4NGbAG6HY8K1O-7UHVnXunioioV4I)",Found,https://www.youvebeenpucked.com/pride2021/lovewins?found=LoveWins,2,5/23/2021 3:30pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/d77asafweo8s.jpg
Pride,Pride 2021,"2021-05-27 17.19.10.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/yeJ_Iy-gvc1Ba11UHn-rMQ/xcEfiTZpn9Apa-zIEVCw3mokjiflPehU8ED8bRDat5MzRAsWyoQJOT0a7qCEpiYXeRB3eEFX1mwZH2BE6fw0pKBRat2sQQfQKTowTwCTOyxTbSWnF8gusCepjR1YdzL0-tZtKHJGJaEVOG4syPOA_KJxMNbfTXUn1RNYAvIEBC8/NK_TmLqhhyrEg7eEOHw-ojvsraX9hrDFngxIYWAFQy0),1_Pride.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/jYjCrJRKMvGUj_iLbQlWxw/ZZTPAcTY0vffrl054oSeVu7hmYt5wi178K6r-p8onVx0HCDVAX69ev9-C9mzj916AxYh4GlUpeWo5OzMNnG7tm9aS_EhHjaH20SXFy1bd8bt5E7ezyZgXOBKy3UyMlyOQ6Odp7ReoFZmBalxFUimXg/k4DsXxOgajiwAZGp52TLST-J1Up1rKm4689caf7eGPI)",Found,https://www.youvebeenpucked.com/pride2021/pride?found=Pride,1,5/23/2021 3:26pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/su1cnane2z9c.jpg
Happy Easter,Easter 2021,2021-03-29 11.17.58.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/DGtkSwxQ-iwihwYHxeo9QQ/hBZ1FaimbnNnvzZXc6AYvzy4O5v79qb-taStl_zsRWSFhmC7f7ntPWMKpXupS0_u9FquqZxOyVGjTaVVJZojwHJZmxvHR1e3xZFshVZwl-ldYjKDTvzAaDZgaCIhy0gqCTBzXgMbGEnv35XLPDrfhFYVXfzlkZ_029RdBSIqp_4/piBAxUehYbI9p73a1oHlOnboEIV1DxmR0jtcDB-xwIo),Found,https://www.youvebeenpucked.com/easter2021/happyeaster?found=HappyEaster,6,3/27/2021 1:51pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/vo0qqsarfj9z.jpg
Bunny Kisses,Easter 2021,2021-03-29 11.17.48.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/3hBvyO_YzgsNtaIqQhPzMw/9Dxa4r-0QscxpXI3wU7DOtevevMiEom6nnXn-vaK5De6aJ_Bf4nUI2Kp2dIETKl5cq6xbdHszNHesEV0XpyJ2F-k3JRhUOCe6aAAF4I6hXSDlY5nZIUwodvbDfe8o_csaSsWboDiTqWRFr6rDTaErLqr5z9l4ai_CdFUa50rTrc/JvdGO5krnHpL66dRWqGpWTCOYUbAhI2EGxjIjiOCT-0),Found,https://www.youvebeenpucked.com/easter2021/bunnykisses?found=BunnyKisses,5,3/27/2021 1:49pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ix0bu2x850a7.jpg
Bunny Peep,Easter 2021,2021-03-29 11.17.37.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/_jssvkJL52u1Hp4VrS4bjw/ZRWoelL2VQLlQa-WDSBTRRmPyMZPlMqsCcgHTJMlJuqORdC-rqSBCzl12UuobisR69nAmcWHsLL4lFbEIto2e6ASaAV2P0F7l3bjJsrUpKWOHVTvOP318Uo4qDq_YW3p4-r-at8rYwio58Up81g7Zs7Kz2YX8QAHuMLdoWqff_k/RNzAmxgDK4GUhTUfc9zeTq4u7a0bWDZBEdxHfvj6-MU),Found,https://www.youvebeenpucked.com/easter2021/bunnypeep?found=BunnyPeep,4,3/27/2021 1:39pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/c3clqdfyawav.jpg
Eggcited,Easter 2021,2021-03-29 11.17.31.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/mYhWqA__elkGbHhklZ-_FQ/2Hm_CByYSIxrlZBGQXJ6GQ_sHES5WDntVyBh9tM9Gm0i8Lnu2VFjXvQQXt8nVpYboyOFdmz5facOtN8uOElmjMYiMgDqw-17P3PxEXD7Z86B2yA-AWUK6KqmMCThBCOsgmoADEaKmFwEqCfIuan_EeIXIMkd3CxNhnMMnzQA08Y/fgpV40dteujONabby3pRU6YClvJMwX_4Ja3eDawOIbg),Found,https://www.youvebeenpucked.com/easter2021/eggcited?found=Eggcited,3,3/27/2021 1:38pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/9837cxws1vrl.jpg
Hoppy Easter,Easter 2021,2021-03-29 11.17.23.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/eDFGMxM_5yMFK_1cvaYDmA/gL4o1o-3Do7HPkUxv-BExtWbmg2mwlViPdLmLwdRQfKCBN83b2urMPM7wkbZrEWNiHmdPXCi4eJj42aLvAQyhyhy74mNYT8B_7RJCt14-G1-lxXDanCCjLnb1WRbwpwRkOEi1SmosqCi1426EM73gbVVobPBgRp7eY3LZegwK0M/bxfEc1aVkiGJVjVNxGqc-DFeuLPVb-TpTawfhDXiw0Q),Found,https://www.youvebeenpucked.com/easter2021/hoppyeaster?found=HoppyEaster,2,3/27/2021 1:36pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/wehv1vy5bq6m.jpg
Chick Peep,Easter 2021,2021-03-29 11.17.04.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/E_DILdoE4O0MCz03Hop9zg/e7lB9xdqhZ9mLcb37mgsx3RNI4TOJ8uDLN2efcNox2nPUg1H4x09cO1LC79BsZkXhYta9vV6DiabayVoOtr4HNhGrBKqcoDRKDgNuqxNWyj0jAF3NlPzDmIntjkCo29b2_d3HPDqCFOFFrpBmXHyUsmqBg7KByFQuAVVbWRSnSk/esoZeusYCuntSRprpCaOvsHzTIBX5Nbqk9UTqBeslrE),Found,https://www.youvebeenpucked.com/easter2021/chickpeep?found=ChickPeep,1,3/27/2021 1:27pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/xeh263wfvu41.jpg
Pot of Gold,St. Patrick's Day 2021,"2021-03-10 20.03.01.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/BNLc-o5U6WylMstv8VGdJw/n0LU8LXHyMefoC4bHxhsMacT-S8TebTxwLEgZUu_KgSiJfC7akuhxW6xj8_HfCEVf--HdG9g-5DyjdnUebpPDz1yJkCqxTrgHELABJoFqSc7uNJhv4HpT_tTf9Fsfxqjdt0XERqkPeOndKUf-tEb_ICx0J_uobKGEvf43a2T0bY/uVB5jwano5MS5aG5KWtD2JuE5VU7DHKo2gJabImrVGo),6.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/E5d2PBUK1xQDceM7Z3xBMw/NqH3HpM3Jgvo5YeTWq-0NW5IyqDxG4uI8ZLffBYYdGY-gsg7JxKpM8oX7Okf6sUxhUqLq0zxshhxYWp70XvEmkzFyRCFhnoMRFeykWd05ioKGKNntS2ihORLXzF131fug17FMtgO8X0QIGbdQpWhng/rDYEmhmkRX9A2Do2LXCK_gxusLK5A9hQKdqbAcgda88)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/potofgold?found=PotofGold,6,3/3/2021 10:46pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/i02v5l5cyy8f.jpg
Pinch Me,St. Patrick's Day 2021,"2021-03-10 20.02.53.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/1lCMrGlE6HVY529a2pN_rg/90FopjyUJq1GUhZY8mltSFi2HKXUNZcc_ngWiMUeyLZNzoBAy0Bw586C0WkhFLBwLLO7TJrpVuYqok3uTqbTyVPErZs1EN_MyLuH5EyspCCapWyHHwInf4Y-4HWYalrFH3GK1UW7vW1Ct3mooL1LE1hr_wvPgcLHLNK0KjK3yGc/5B1CVxhstR3o07zSS0SDsuZbbxHf6xXjU3zLoXrTgek),5.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/HeEDuHvRiydh106NJt0Jkg/49GAqCPoy3VX-nP4iDE3CArgPJGA-PnHUUMmZ-pH0we2_chfLiORFeDWpWEHil4IVGZ34upk48hbxWrXWIVd0ozi0z3m8RVftt6OLMkRWhRox489cEM-plx0QLkJcVUh5T7W2pxwzuSrpGHx9NmyhA/Oh36wSLrm1NTxpFbq-Xd6gOZMjTcvQysgOKTq5YSIRo)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/pinchme?found=PinchMe,5,3/3/2021 10:45pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/900tdlphj31t.jpg
Shamrock Blessings,St. Patrick's Day 2021,"2021-03-10 20.02.45.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/3SsMGPRmhY3SHDEsMNjgbw/VaGCKAPu3_rl0usVk1od1f1Ogj_ipB2b_u-208qZnSH0emYIaG-SrNLchi97DXUKmSCg0LvKHcj4Ij5ugtR67A6bmmnI4fElSOftFHHKgK0pQGOsIpa6g2O84j_rsGN3BG77-XEcfj_Xoth_aUR3n8w97Lzq-vtJMWbol_oktMQ/pXUZgWbwmMNkun_60pdl7mt94VBiCP8v8gXvnNM7oyc),4.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/klQjoqV0q7RKnss14eciYg/Nmg3te-Sew_VAdL5KbRgYp8kUVT3_Nw1n1g1uVeQsA7r-C8qiyWw6qBM2wQVqbHQfm_td6xVaKW1rSiSbmBBu5Anr1D2YFEzfBlHm4Ag7iq-5qb2ruypMPD8KItc4OkBTvnbpKAPEqJ3bPkFZz691g/1vySVAK06gUhTCT0J95AvPMnymy5Kik-U5LGwl6o2Kw)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/shamrockblessings?found=ShamrockBlessings,4,3/3/2021 10:45pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/a3fdfzqy960j.jpg
Cutest Clover,St. Patrick's Day 2021,"2021-03-10 20.00.52.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/A0EMLmXFCEF2CDQDiD9C3w/5jAgKlNvB71m-T18nUkRRqtCSY_A_5tXk8tJlO6jgjar9CYhC1c4COEZwdnIov9QH6Txu58RR4XhRsHjGkpoOejXVt1Cv24zDPs2gY-wsvVcrxv9LYMmh15LDTfE03BFn_g28s5v6feGkUFBY8wY5tJCP0dyyg51cHEPifvJNtQ/m6H-KoSHNT1rkgUSOhjIe_spD4-CCZOBkbIg6TPY54s),3.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/B1OV7sfIfoIDyJMPWS0gvg/gTOt_AvuI0oSe_F97b-gvGDWdRHkEEkhcLvMtyhlpl4rA8HYGDYHXRCpE481_q9f9LsL4oxUCVg9qGMpccaFWMeZn5SUiE1m6E3oBM0kGaL-mfwtGdDyYGY3zadlHYNxddUx8xVky0ycMP8Rs-R-WA/7r59fRJKhw88BEmdgWJa2g7S0USnwjP5c--OMBHxvaQ)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/cutestclover?found=CutestClover,3,3/3/2021 10:45pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/xkjn5kv2helv.jpg
Shenanigans,St. Patrick's Day 2021,"2021-03-10 20.02.45.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/YMrNM8RCbLp7-RTXRlLAiw/ESe4N48a95DGsL9idL3FYPgJE6JydD65VQG7_AayOfxeWr-NrR_7xY5iZxRyLWa-da9Xxrh_sbmEYr-6k2B5qbo41Qi8EjS3G3_w9wnRTeQkx-dYPbbuww_XtZKEKHSspTbIWL7p-_8YD1RWZ5G_v0XDqoxUMLya_Jc4o1PwEr4/-cMBEKWC6yTR_2DNOXNVMUjq8_Zae_yEyEvr3EgbtZQ),2.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/LJRz8MiUy7jusBnXrH4Ktw/-EhQSejg-rp33vYe_milkTaCWAVTIBtkU6Grsrx98tq1K0BcCj1D1vVrhh8J1dc8ipjrYpehEZAvQ4LykmbJ32rgkfQfpug0joAql-PvmiF6nMM36BM_MGeHVio467QS8UYTDhOq5ZiYt6RC7J4ZPA/pHsl8DhDnNqqZJ5zoIiEHVULYisxB4fMoSzc-50CWmg)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/shenanigans?found=Shenanigans,2,3/3/2021 10:42pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/b6j1jyrb1sgs.jpg
May the Road Rise Up,St. Patrick's Day 2021,"2021-03-10 20.02.14.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/e2m1xlnIoVkMsZu83npvVQ/gqmhjAzVum6gJkFo-I7mX9jUqVdvng5SBfu_ZjU1zkt4l5qIDypuTo3b6bWF2SIYzfuwaqUdGzehsIaz0eW3Dse0D7CkPgM0AixO-zMklMLMv6gzWjNL8eVzAjKGRMejW5uKORXcXkvAW_XjVTrkdqwMXQonCSKHd7LQOTSo45U/r9LoRFzdohtbmxDe_-6qAso6qC1amo7uTLV4x3WXb0Y),1.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Y1kKWXeYyNGtLQYyE2pOqA/GI9rRQ6RbC9VApps5dDSApQDYcTLL5by_6asv2s-42KoNt_vsaOgrVmhCAZ-AiqkmpZkmlY7kQ89bP3it33q949lP8gJGtjq0VeUNti7Oe7ejJY-qdVglDT9ZohuvlgEpKeNtpnaNtPI_p74QG_mkQ/q_kCwXWAHg9KM8NDTTB-7wfhYK5TH6RB2q5y_f8hu-g)",Found,https://www.youvebeenpucked.com/st.patrick'sday2021/maytheroadriseup?found=MaytheRoadRiseUp,1,3/3/2021 10:36pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/fivjo9oa6j5s.jpg
Sojourner Truth,Black History Month 2021,20210205-DSC_6153.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/VTnL8QeYUt4GHOIEmbaZ1Q/Xj5oE4Ho88H6JhbRJzyoHdIQwUvR-4dTFOa7NTnizke8s1VTB0WxfP7jvhbyLJoo0FEDznEUOX21DwoEt3F5BI9cZGcRLxIUtlo8XR-8QOY3IPtimqcCtCu90DpfxmKppnf0Lp5DKM-_6lzEJl0aoByHUwdww2vGs861C8BhoDc/ZTEbVxkc1alHc_gduzW0PqCqDNbFK8yT6lEg8OWSK5Y),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/sojournertruth?found=SojournerTruth,6,1/30/2021 10:12pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/lrhov7twrjoc.jpg
MLK Dream,Black History Month 2021,20210205-DSC_6157.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/6AaJRIgwEj5c08xbt3LOWg/87fEcdNobZj576yvt-jzkm8HCwJQXtMfr4rfv0WsREvGTVKO7wVUuEauzx69bNMT6LCPRRt4viLCI0eMgmS3gVTpcROO2vLzgqeM2sOFh25pJ7ynUSRMuhYCanyGI4zhBSvOwApGv3CF6xTnGUsOYtqcEqtIZiuVpOCTtu_-ltU/taX62tHxBliNOp2AP50ASKXtcTZ04_84Fs4_AJd4ow0),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/mlkdream?found=MLKDream,5,1/30/2021 10:11pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ictga1cd2c04.jpg
42,Black History Month 2021,20210205-DSC_6160.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/E2dj_XYTvnIrrgvp782T4Q/DcPGSrQqtXaIHhMYtRIb2YfZCJHDbOj9qswQfbnwJhHRUp-n4DgFWUVBbZr3tRBrKpqxXBJwUKAlSQL5Pbs2SNwp-3TkL-j0U0x0Q6w6XwieL-Blx3CBYgpyVsZ_gfJ4BgewMJadfnh-DouxIrdVMypavClVwqwfCAq2kA2x9z8/_WqcB9h18SLStawUrcrJO0tRszdjZDX3nxNTd8Lw_9o),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/42?found=42,4,1/30/2021 10:10pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/rlip90gmevve.jpg
Black History Month,Black History Month 2021,20210205-DSC_6151.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/TF189AoIXlxYsda7CTgcGQ/D4vpQZbsNsgEXAV4TBE8zpsxSl8cQazFiRGRwd3uoQPlWtKfn6mJwKmYCmYbhjAMrf_Swcw9eO7QMR3gfgnD2Y0JqBkYu5IkbR7r0X2fVGnfgs2rTiszCUa6l6Rtov9fYXomwjnRON85W4MB-7l57U21am9J4VHSi145FStLgZg/oPdph5YsafSg2k7x3SnlHiKRGcKaYWbzYWHLgRnIzR4),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/blackhistorymonth?found=BlackHistoryMonth,3,1/30/2021 10:09pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/sh07qpaykaeu.jpg
BLM,Black History Month 2021,20210205-DSC_6150.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/Yq8TpOUb3YCih7oR6YTuYA/aPA126dUbFpJpxYWQ8BVqlJnR8pNmqkAOiWOObO3GKkXYUQkLjSd2YEuSNCXE3_XdjJwB5B9djePNIo4s8tJmVvEXShSJueEOjY37zHG35eKro2H9XtUryXywIh-qGQAZ0WzuLP1thXFxGy-Dd9GGo9k_Gbw4d3kr3R2ogwJ_Vk/MEhKzUPFEuOG_LM4gdCIhc-P_IrKv3If5KZKp6t4TNE),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/blm?found=BLM,2,1/30/2021 10:09pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/ngamdqkf6sc4.jpg
Black History 247365,Black History Month 2021,20210205-DSC_6159.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/8_XqyMwkHHPCweq3Q3JBgQ/lX2r9TCLcCXZgsGJPKQZJugDRfdDcNIuRhe3_SPPEbwxpbNeZ2i_nL-szm5WXMGf7YUtrm0chSKUSuvxTYJgoVP68jhcaYGoJAEBlZF2lXLPeGmkoPtNoJ9pmTXZilhZpxfP4lMCs9LR3yoSYKCwUiKCNiQldJ6mr197wjUXliM/Mv2-9k2tDvwU5Z-AzsKAqR7oSXYrrtgmJv4HBPkWeyQ),Found,https://www.youvebeenpucked.com/blackhistorymonth2021/blackhistory247365?found=BlackHistory247365,1,1/30/2021 10:08pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/31vgidzhr5yo.jpg
XOXO,Valentines Day 2021,"20210129-DSC_6142.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/GzwpEArUaDYlqq64Qv58bg/H-x9cjayfuVti6wnbItP7N598chOK_6QKCHFZnyMSCwhS953d1ZHEk2mhy7sXJPZ28wnACNpsClCdW3bs36786Sl5OU3_2xfWxadybnQWWoiuHjDahubjOw4WgJpkoq6-oHDZib7aODUDSGIkNpShhoYrWdAzDP2pvAeePjb_sI/kl5emtBQLNbj1z_tvB1OkRMQPteFbvLDDNqP3R2SsWo),QR-XOXO.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/oYbBQsvmcAX3Grylf9vkcQ/S_Px30XxJ4IbYhbn7oKgER_ZS77_uLfCWV0oBQfzb1G_M25kycL_t5tU0MSBteQ_sucj_TBeoEy4r-_PzWlpPO4vo-B7AkeE-11xRnk8uAUcCs6O_kFmbN4Xesj1ZAzPCeOZwFxwggSfu8VGwkE1yw/tvCNEBbZVR-y_6NmrhSD-q0ZHCh_8GR9yhCYSrLUL_0)",Found,https://www.youvebeenpucked.com/valentinesday2021/xoxo?found=XOXO,6,1/26/2021 9:00pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/v7ctb2r4ps65.jpg
Bee Mine,Valentines Day 2021,"20210129-DSC_6144.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/ZQFd0NEPADsKk3483vzl0w/Oxf91NtnTlOaMrB5ySqR5ReKE1CQKIAPMzan2H5OEgUxnQJLfxJUtauml1yWiFClb8IvxTLraRtcNFnVpBKwho2XnZx2k71U_FUuJDnlMp3LafdRwRSwfwXm4ttGKHjztFGr_bjd4mQiA9kH5eAY67QpGwOzZaK_T1Z_uohFrzI/T9W5I4bDTm63GPOgEMvIh0wy-HYMiRj2ptizcTUDBa8),QR-BeeMine.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/EtqUl--jlmCCe2eiqCT1Dg/OraUYJkh2_wEM79VOAhyBKycsactr1bsfYxc8iyBDPf6NXqU_5lp1WSEYQas6HeRFfvLZwkMg_MAvbOvOL6uc-52Obqc-n9bHBLqowA32nxJaU5TO_5XjHUMmFFcymXEmgha_MdaC0eY7w_xp5m-7g/CDkR4bv-poWiT1pBsT8IEtgTRzcCEntnqGEf1m1p7OQ)",Found,https://www.youvebeenpucked.com/valentinesday2021/beemine?found=BeeMine,5,1/26/2021 8:59pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/pwwtyfs3q4i7.jpg
Valentine Dog,Valentines Day 2021,"20210129-DSC_6148.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/PKtNuwf65PNTshMinu-hZA/K58gdEeR6HAySy8LAGT4XWL6izXTMXXFrYexhTN-nQZ0zH3neynuhyPaTP-jDdVD2BYsQo4PO3J0jfNThaIew08sWSOB3uW6ADwm6OlhwFy15ggU4OERVYAEEwVXphMo2bILmX-mz0mRD5lGi-A7mH2iK-RDkaHmeNsyg7aryy8/bezhXHQ1yhJ3x1hgu9fkGJXpxU-bpobSTUQMR_j3vjU),QR-ValentinesDog.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/RCpNGEZo1fmr5pfG9iUJ0w/wrreW1-LbfjNCHe-CKPZou4NPb3uySFW0yDLesqjcclJ-6e69wHHCj6LfSLDyx0fsMehDHffgaLs6RYMon5HG1auM6EeGXo3oA_V2_pwpG1HjY2pOfs4zBzPchFk8qBKPf9IiTeirD1d1AKXJErbBQ/KCm_GTfF_kw1HOo0gtFleF7ZcDJrJc-Q40MbXX-hr68)",Found,https://www.youvebeenpucked.com/valentinesday2021/valentinedog?found=ValentineDog,4,1/26/2021 8:59pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/drg3nsqp8zps.jpg
Gold,Valentines Day 2021,"20210129-DSC_6147.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/uXcOWwM_RDqv7Wrycb6KtA/GEEvQxtjI-y_n_Y0J8L_2DcmBU_VdwT6fG5oG2UajbPLjAO0QRJD82HlTee7gvIuo2hlibrICAbByhX_MPM2LEwOVyqxP8wBq5hXru97_pof8c--f2qZzds5sFTvrJXcvpo4CL7luctVulm5lrxvluoUwaHc11FzIPJUaxEWO74/OUUfmziyvtx6OBbLJIgTczop8S5H8frj7dQBs7I60BU),QR-Gold.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/TYl71cEG5LykZYpOXbiGxA/3H1lr1hnlXWAGZEfZl5cNhyY8jo_b_5Qei-qO69QdC8YbvVzPwIPi8KvZbnHMy8K0o8wAqP3jDqDZ_0bPLKv46tDGSS4Qcf3xX_G8kEXxVDT_s-A9B0hdZiprHgolmzl0pesfMvt-MRO-0R7BQU8lg/JGnN_5xN69OjivvLh7ia-YENR7WRzUyv31k-NV_yAGQ)",Found,https://www.youvebeenpucked.com/valentinesday2021/gold?found=Gold,3,1/26/2021 8:58pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/nqa49vfftnu5.jpg
Purrrfect,Valentines Day 2021,"20210129-DSC_6145.jpg (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/lAD4CKZbJcqehTszVhgGow/KtmhcTdgpszFVDWGqqVdGmzFofJOsCFX2Z7mSFykqcQanO9ERE91qCnEkoN3c97ZCVGw3bjgKZbwhSX_nw4yrj9FrISfLqIoyMxsC6_lJZFCUDPywoLx39ZZg05xTHCTw2RZfqk37mYaBoQf9SE6X_4hHWxEa8k8amPzgnJWSEI/ndyI4ZG1O5ijq-pPoGbVjsn4Q4ngOe6R4O9-wnEMsHk),QR-Purrrfect.png (https://v5.airtableusercontent.com/v3/u/56/56/1786384800000/JnYO1NA9EQ0BcJi0gocmAw/7tDsTSld_jSbzPJJ9OmkrKF2hTl88Ra8jFpqjIw9DiNOxLD8EO5xlBONL-SBZmDhn0qUr3OLtVI-3BfxXiN-nmCkszC54u3AvBb0-ZEFfMEG9o0VS212HFCex6SxT2zjsQeDnvrPKDUyVA9Ku_EkdQ/X3jevtua98bYCztIgLNIVWqeTabISusgzLUdwQywKc4)",Found,https://www.youvebeenpucked.com/valentinesday2021/purrrfect?found=Purrrfect,2,1/26/2021 8:56pm,,https://raw.githubusercontent.com/mkvug/YBP-Images/main/k6zygg6e4nse.jpg
